Vaccine,Dose,Geography Type,Geography,Survey Year,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size,State,HHS Region
Pneumococcal,,States/Local Areas,Maryland,2010,18-64 Years at Increased Risk,Overall,27.1,23.8 to 30.5,1880.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2011,18-64 Years at Increased Risk,Overall,29.8,26.9 to 32.6,2256.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2019,>=65 Years,Overall,76.6,75.0 to 78.2,6363.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2013,>=18 Years,Overall,59.0,57.6 to 60.5,10727.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2011,>=18 Years,Overall,71.7,69.5 to 73.9,3982.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2010,>=18 Years,Overall,69.1,67.0 to 71.1,4077.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2016,>=18 Years,Overall,61.8,60.5 to 63.0,15183.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2008,>=65 Years,Overall,66.7,64.2 to 69.3,2488.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2009,>=65 Years,Overall,68.9,66.3 to 71.5,2265.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2010,>=65 Years,Overall,66.5,64.0 to 69.0,2422.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2011,>=65 Years,Overall,69.9,67.3 to 72.5,2627.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2017,>=65 Years,Overall,78.9,77.0 to 80.7,4762.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2021,18-64 Years at Increased Risk,Overall,30.8,28.4 to 33.1,2710.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2014,>=65 Years,Overall,69.8,67.4 to 72.2,4318.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2015,18-64 Years at Increased Risk,Overall,34.2,30.4 to 38.1,2118.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2015,>=65 Years,Overall,73.1,70.2 to 76.0,4323.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2020,18-64 Years at Increased Risk,Overall,32.4,29.8 to 35.1,2493.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2012,>=65 Years,Overall,67.4,65.0 to 69.7,3893.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2013,>=65 Years,Overall,69.3,67.1 to 71.4,3893.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2014,18-64 Years at Increased Risk,Overall,31.5,28.5 to 34.6,2442.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2021,>=65 Years,Overall,74.4,72.6 to 76.2,4846.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2013,18-64 Years at Increased Risk,Overall,33.3,30.5 to 36.1,2596.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2016,>=65 Years,Overall,75.3,73.6 to 76.9,6065.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2016,18-64 Years at Increased Risk,Overall,34.3,32.0 to 36.6,3499.0,Maryland,Region 3
Zoster (Shingles),,States/Local Areas,Maryland,2017,>=65 Years,Overall,47.4,45.3 to 49.4,4832.0,Maryland,Region 3
Zoster (Shingles),,States/Local Areas,Maryland,2020,>=65 Years,Overall,51.6,49.4 to 53.8,4124.0,Maryland,Region 3
Zoster (Shingles),,States/Local Areas,Maryland,2011,>=65 Years,Overall,16.1,13.4 to 18.7,1303.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2019,>=65 Years,Overall,67.4,65.7 to 69.1,6017.0,Maryland,Region 3
Zoster (Shingles),,States/Local Areas,Maryland,2014,>=65 Years,Overall,38.7,36.2 to 41.2,4415.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2016,50-64 Years,Overall,62.0,60.0 to 64.0,5022.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2013,>=65 Years,Overall,51.0,48.6 to 53.5,3593.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2019,50-64 Years,Overall,73.6,71.8 to 75.5,4385.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2011,>=65 Years,Overall,60.8,56.9 to 64.6,1199.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2010,>=65 Years,Overall,62.3,58.6 to 66.0,1149.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2016,>=65 Years,Overall,49.0,47.1 to 50.9,5569.0,Maryland,Region 3
Zoster (Shingles),,States/Local Areas,Maryland,2020,>=60 Years,Overall,45.3,43.4 to 47.1,5498.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2011,18-49 Years,Overall,74.7,71.3 to 78.1,1402.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2010,18-49 Years,Overall,70.9,67.9 to 74.0,1512.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2010,50-64 Years,Overall,69.2,65.8 to 72.5,1416.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2019,18-49 Years,Overall,74.7,72.8 to 76.6,3673.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2018,18-64 Years at Increased Risk,Overall,33.9,31.5 to 36.3,3197.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2013,18-49 Years,Overall,62.3,60.1 to 64.6,3509.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2016,18-49 Years,Overall,66.3,64.4 to 68.3,4592.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2013,50-64 Years,Overall,58.0,55.6 to 60.3,3625.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2011,50-64 Years,Overall,71.9,68.5 to 75.3,1381.0,Maryland,Region 3
Zoster (Shingles),,States/Local Areas,Maryland,2014,60-64 Years,Overall,24.3,20.7 to 28.0,1402.0,Maryland,Region 3
Zoster (Shingles),,States/Local Areas,Maryland,2011,60-64 Years,Overall,12.1,8.6 to 15.6,481.0,Maryland,Region 3
Zoster (Shingles),,States/Local Areas,Maryland,2020,60-64 Years,Overall,29.8,26.5 to 33.1,1374.0,Maryland,Region 3
Tetanus,Td or Tdap,States/Local Areas,Maryland,2019,>=18 Years,Overall,72.9,71.7 to 74.0,14075.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2020,>=65 Years,Overall,75.1,73.1 to 77.0,4047.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2012,18-64 Years at Increased Risk,Overall,26.4,23.9 to 29.0,2767.0,Maryland,Region 3
Zoster (Shingles),,States/Local Areas,Maryland,2017,60-64 Years,Overall,33.1,29.7 to 36.5,1400.0,Maryland,Region 3
Zoster (Shingles),,States/Local Areas,Maryland,2011,>=60 Years,Overall,14.9,12.7 to 17.0,1784.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Maryland,2019,18-64 Years at Increased Risk,Overall,35.3,32.8 to 37.7,2893.0,Maryland,Region 3
Zoster (Shingles),,States/Local Areas,Maryland,2014,>=60 Years,Overall,34.4,32.3 to 36.5,5817.0,Maryland,Region 3
Pneumococcal,,States/Local Areas,Kentucky,2021,18-64 Years at Increased Risk,Overall,31.9,28.6 to 35.2,1431.0,Kentucky,Region 4
Pneumococcal,,States/Local Areas,Kentucky,2022,18-64 Years at Increased Risk,Overall,27.5,24.0 to 31.0,1090.0,Kentucky,Region 4
Pneumococcal,,States/Local Areas,Kentucky,2022,>=65 Years,Overall,66.3,62.3 to 70.3,1190.0,Kentucky,Region 4
Tetanus,Td or Tdap,States/Local Areas,Kentucky,2022,50-64 Years,Overall,61.9,57.5 to 66.3,960.0,Kentucky,Region 4
Tetanus,Td or Tdap,States/Local Areas,Kentucky,2022,>=65 Years,Overall,56.7,52.4 to 61.1,1104.0,Kentucky,Region 4
Tetanus,Td or Tdap,States/Local Areas,Kentucky,2022,18-49 Years,Overall,67.8,64.5 to 71.2,1401.0,Kentucky,Region 4
Tetanus,Td or Tdap,States/Local Areas,Kentucky,2022,>=18 Years,Overall,63.7,61.4 to 66.0,3465.0,Kentucky,Region 4
Tetanus,Tdap,States/Local Areas,Kentucky,2022,>=18 Years,Overall,37.7,35.0 to 40.4,2365.0,Kentucky,Region 4
Tetanus,Tdap,States/Local Areas,Kentucky,2022,>=65 Years,Overall,29.1,24.3 to 34.0,775.0,Kentucky,Region 4
Tetanus,Tdap,States/Local Areas,Kentucky,2022,18-64 Years,Overall,40.5,37.2 to 43.7,1590.0,Kentucky,Region 4
Pneumococcal,,States/Local Areas,South Carolina,2023,18-64 Years at Increased Risk,Overall,31.0,28.1 to 33.9,1754.0,South Carolina,Region 4
Zoster (Shingles),,States/Local Areas,South Carolina,2023,>=65 Years,Overall,54.3,52.2 to 56.4,3960.0,South Carolina,Region 4
Pneumococcal,,States/Local Areas,South Carolina,2023,>=65 Years,Overall,71.3,69.4 to 73.3,3896.0,South Carolina,Region 4
Zoster (Shingles),,States/Local Areas,South Carolina,2023,>=60 Years,Overall,48.6,46.6 to 50.5,4851.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2013,18-64 Years,Overall,27.2,25.3 to 29.2,3873.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2015,18-64 Years,Overall,30.3,28.4 to 32.2,3937.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2017,18-64 Years,Overall,34.5,32.3 to 36.6,3522.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2016,18-64 Years,Overall,33.3,31.3 to 35.3,4015.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2013,>=65 Years,Overall,14.2,12.2 to 16.3,2247.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2019,18-64 Years,Overall,45.1,42.6 to 47.6,2381.0,South Carolina,Region 4
Zoster (Shingles),,States/Local Areas,South Carolina,2017,>=60 Years,Overall,35.7,34.0 to 37.3,5517.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2019,>=18 Years,Overall,42.9,40.8 to 45.0,4011.0,South Carolina,Region 4
Zoster (Shingles),,States/Local Areas,South Carolina,2023,60-64 Years,Overall,30.8,26.9 to 34.7,891.0,South Carolina,Region 4
Zoster (Shingles),,States/Local Areas,South Carolina,2016,>=60 Years,Overall,30.6,29.0 to 32.2,5378.0,South Carolina,Region 4
Zoster (Shingles),,States/Local Areas,South Carolina,2015,>=60 Years,Overall,28.6,27.0 to 30.2,5053.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2017,>=18 Years,Overall,31.7,30.0 to 33.5,6109.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2015,>=18 Years,Overall,27.6,26.1 to 29.2,6335.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2013,>=18 Years,Overall,24.6,23.0 to 26.2,6120.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2016,>=18 Years,Overall,29.6,27.9 to 31.2,6856.0,South Carolina,Region 4
Zoster (Shingles),,States/Local Areas,South Carolina,2014,>=60 Years,Overall,26.4,24.9 to 27.9,5035.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2016,>=65 Years,Overall,17.0,15.2 to 18.8,2841.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2017,>=65 Years,Overall,22.4,20.3 to 24.5,2587.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2019,>=65 Years,Overall,35.4,32.3 to 38.5,1630.0,South Carolina,Region 4
Tetanus,Tdap,States/Local Areas,South Carolina,2015,>=65 Years,Overall,18.1,16.1 to 20.0,2398.0,South Carolina,Region 4
Pneumococcal,,States/Local Areas,West Virginia,2023,>=65 Years,Overall,72.9,70.4 to 75.4,1699.0,West Virginia,Region 3
Zoster (Shingles),,States/Local Areas,West Virginia,2023,>=60 Years,Overall,45.9,43.5 to 48.3,2154.0,West Virginia,Region 3
Zoster (Shingles),,States/Local Areas,West Virginia,2023,>=65 Years,Overall,51.7,49.0 to 54.4,1712.0,West Virginia,Region 3
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2016,18-49 Years,Overall,73.2,70.4 to 76.0,1594.0,Wisconsin,Region 5
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2013,18-49 Years,Overall,72.2,69.2 to 75.1,1864.0,Wisconsin,Region 5
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2019,18-49 Years,Overall,80.2,77.4 to 83.1,1280.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2011,>=65 Years,Overall,74.0,70.6 to 77.5,1395.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2013,>=65 Years,Overall,73.1,69.6 to 76.7,1697.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2012,>=65 Years,Overall,70.4,66.9 to 73.9,1527.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2010,>=65 Years,Overall,73.1,70.3 to 76.0,1333.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2016,18-64 Years at Increased Risk,Overall,34.3,30.6 to 37.9,1104.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2017,18-64 Years at Increased Risk,Overall,40.5,36.6 to 44.4,1119.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2018,>=65 Years,Overall,74.9,71.9 to 77.9,1555.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2017,>=65 Years,Overall,79.2,76.5 to 82.0,1686.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2021,18-64 Years at Increased Risk,Overall,39.6,35.6 to 43.7,1137.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2009,>=65 Years,Overall,70.0,66.3 to 73.6,1267.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2008,>=65 Years,Overall,70.3,67.2 to 73.4,1826.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2015,18-64 Years at Increased Risk,Overall,36.2,32.4 to 40.0,1263.0,Wisconsin,Region 5
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2016,50-64 Years,Overall,74.8,72.0 to 77.7,1497.0,Wisconsin,Region 5
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2019,50-64 Years,Overall,82.9,80.3 to 85.6,1269.0,Wisconsin,Region 5
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2013,>=65 Years,Overall,63.4,59.4 to 67.4,1645.0,Wisconsin,Region 5
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2016,>=65 Years,Overall,66.3,63.2 to 69.3,1560.0,Wisconsin,Region 5
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2019,>=65 Years,Overall,76.2,73.5 to 78.9,1639.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2018,18-64 Years at Increased Risk,Overall,31.2,27.7 to 34.8,1075.0,Wisconsin,Region 5
Zoster (Shingles),,States/Local Areas,Wisconsin,2011,>=65 Years,Overall,18.5,15.7 to 21.4,1371.0,Wisconsin,Region 5
Zoster (Shingles),,States/Local Areas,Wisconsin,2017,>=65 Years,Overall,48.5,45.2 to 51.8,1689.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2019,>=65 Years,Overall,77.2,74.5 to 79.9,1691.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2020,>=65 Years,Overall,75.3,72.3 to 78.3,1657.0,Wisconsin,Region 5
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2019,>=18 Years,Overall,80.0,78.3 to 81.7,4188.0,Wisconsin,Region 5
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2013,50-64 Years,Overall,71.7,68.5 to 74.8,1828.0,Wisconsin,Region 5
Zoster (Shingles),,States/Local Areas,Wisconsin,2020,>=60 Years,Overall,46.0,43.1 to 48.8,2252.0,Wisconsin,Region 5
Zoster (Shingles),,States/Local Areas,Wisconsin,2014,>=65 Years,Overall,42.3,39.3 to 45.3,2128.0,Wisconsin,Region 5
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2013,>=18 Years,Overall,70.3,68.3 to 72.2,5337.0,Wisconsin,Region 5
Tetanus,Td or Tdap,States/Local Areas,Wisconsin,2016,>=18 Years,Overall,72.2,70.5 to 74.0,4651.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2011,18-64 Years at Increased Risk,Overall,31.6,27.5 to 35.6,1206.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2010,18-64 Years at Increased Risk,Overall,25.4,21.4 to 29.3,1041.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2009,18-64 Years at Increased Risk,Overall,21.5,17.7 to 25.2,1007.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2008,18-64 Years at Increased Risk,Overall,22.6,19.5 to 25.7,1817.0,Wisconsin,Region 5
Zoster (Shingles),,States/Local Areas,Wisconsin,2017,60-64 Years,Overall,29.8,25.0 to 34.5,593.0,Wisconsin,Region 5
Zoster (Shingles),,States/Local Areas,Wisconsin,2011,60-64 Years,Overall,7.9,5.1 to 10.6,533.0,Wisconsin,Region 5
Zoster (Shingles),,States/Local Areas,Wisconsin,2014,60-64 Years,Overall,24.8,20.7 to 28.8,801.0,Wisconsin,Region 5
Zoster (Shingles),,States/Local Areas,Wisconsin,2020,60-64 Years,Overall,33.3,28.1 to 38.4,553.0,Wisconsin,Region 5
Zoster (Shingles),,States/Local Areas,Wisconsin,2020,>=65 Years,Overall,51.2,47.9 to 54.5,1699.0,Wisconsin,Region 5
Zoster (Shingles),,States/Local Areas,Wisconsin,2011,>=60 Years,Overall,15.4,13.2 to 17.5,1904.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2019,18-64 Years at Increased Risk,Overall,37.0,33.0 to 41.0,870.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,Wisconsin,2014,>=65 Years,Overall,71.7,68.9 to 74.5,2102.0,Wisconsin,Region 5
Pneumococcal,,States/Local Areas,PA-Rest of state,2022,18-64 Years at Increased Risk,Overall,31.6,26.8 to 36.4,723.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2022,>=65 Years,Overall,75.2,70.4 to 79.9,898.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2022,>=18 Years,Overall,69.3,66.7 to 71.8,2643.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2022,18-49 Years,Overall,75.2,71.6 to 78.7,1040.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2022,50-64 Years,Overall,72.5,68.1 to 76.8,762.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2022,>=65 Years,Overall,57.1,51.6 to 62.6,841.0,Pennsylvania,Region 3
Tetanus,Tdap,States/Local Areas,PA-Rest of state,2022,>=18 Years,Overall,42.8,39.4 to 46.2,1775.0,Pennsylvania,Region 3
Tetanus,Tdap,States/Local Areas,PA-Rest of state,2022,18-64 Years,Overall,49.7,45.7 to 53.7,1191.0,Pennsylvania,Region 3
Tetanus,Tdap,States/Local Areas,PA-Rest of state,2022,>=65 Years,Overall,26.9,21.2 to 32.6,584.0,Pennsylvania,Region 3
Zoster (Shingles),,States/Local Areas,PA-Rest of state,2020,>=65 Years,Overall,48.3,44.2 to 52.4,1077.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2016,>=65 Years,Overall,75.1,72.2 to 78.0,1497.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2013,18-64 Years at Increased Risk,Overall,31.6,29.1 to 34.2,2111.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2015,>=65 Years,Overall,72.7,69.6 to 75.8,1367.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2020,18-64 Years at Increased Risk,Overall,35.1,30.8 to 39.4,825.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2014,18-64 Years at Increased Risk,Overall,31.1,28.5 to 33.7,2143.0,Pennsylvania,Region 3
Zoster (Shingles),,States/Local Areas,PA-Rest of state,2017,60-64 Years,Overall,29.3,24.6 to 34.0,578.0,Pennsylvania,Region 3
Zoster (Shingles),,States/Local Areas,PA-Rest of state,2014,60-64 Years,Overall,22.1,19.1 to 25.1,1036.0,Pennsylvania,Region 3
Zoster (Shingles),,States/Local Areas,PA-Rest of state,2014,>=60 Years,Overall,33.5,31.7 to 35.2,4291.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2019,18-64 Years at Increased Risk,Overall,39.7,36.0 to 43.4,1103.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2018,18-64 Years at Increased Risk,Overall,34.2,30.6 to 37.8,1025.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2013,>=18 Years,Overall,59.8,58.4 to 61.3,7848.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2016,>=18 Years,Overall,62.3,60.5 to 64.2,4860.0,Pennsylvania,Region 3
Zoster (Shingles),,States/Local Areas,PA-Rest of state,2020,60-64 Years,Overall,30.1,24.4 to 35.8,391.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2019,>=65 Years,Overall,75.9,73.0 to 78.7,1466.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2012,18-64 Years at Increased Risk,Overall,29.0,26.9 to 31.1,4150.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2013,>=65 Years,Overall,47.5,45.0 to 50.1,2671.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2019,50-64 Years,Overall,73.9,71.0 to 76.7,1351.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2016,>=65 Years,Overall,48.3,44.8 to 51.7,1399.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2016,50-64 Years,Overall,61.1,58.0 to 64.2,1620.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2008,>=65 Years,Overall,71.5,69.4 to 73.6,3410.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2009,>=65 Years,Overall,70.8,68.6 to 72.9,2728.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2011,>=65 Years,Overall,73.4,71.2 to 75.5,2768.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2016,18-64 Years at Increased Risk,Overall,33.4,30.1 to 36.7,1328.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2012,>=65 Years,Overall,71.9,70.1 to 73.7,5523.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2013,>=65 Years,Overall,69.2,66.9 to 71.5,2845.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2010,>=65 Years,Overall,71.2,69.3 to 73.2,3240.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2017,18-64 Years at Increased Risk,Overall,38.9,35.3 to 42.6,1205.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2018,>=65 Years,Overall,75.5,72.3 to 78.6,1291.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2014,>=65 Years,Overall,71.7,69.7 to 73.8,3189.0,Pennsylvania,Region 3
Pneumococcal,,States/Local Areas,PA-Rest of state,2015,18-64 Years at Increased Risk,Overall,34.4,30.7 to 38.2,1051.0,Pennsylvania,Region 3
Zoster (Shingles),,States/Local Areas,PA-Rest of state,2014,>=65 Years,Overall,37.5,35.4 to 39.7,3255.0,Pennsylvania,Region 3
Zoster (Shingles),,States/Local Areas,PA-Rest of state,2017,>=65 Years,Overall,47.4,43.9 to 50.9,1458.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2013,18-49 Years,Overall,65.6,63.3 to 67.9,2590.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2016,18-49 Years,Overall,70.1,67.2 to 73.0,1841.0,Pennsylvania,Region 3
Tetanus,Td or Tdap,States/Local Areas,PA-Rest of state,2013,50-64 Years,Overall,59.7,57.2 to 62.2,2587.0,Pennsylvania,Region 3
